timestamp,fault,humidity,rainfall,lightning,temperature,wind_speed,weather_severity,voltage_unbalance,current_unbalance,power_factor,frequency,line_loading,active_power,reactive_power,equipment_age,thermal_stress,risk_score,fault_type
2020-01-01 00:00:00,0,77.6436962428263,0.568502708966374,0.08395902413568608,28.374575175376282,3.9017269656248867,0.2765378202922615,1.256798643238888,3.028747188341895,1.0,50.020687637779275,293.36015164190104,242.36921604979491,81.13140358947182,24,9.899658851753811,15.824138738519707,None
2020-01-01 00:30:00,0,79.31699468039677,0.05450886066804181,0.06783663736446638,30.670659384348333,3.933686018402103,0.26913902544777996,0.5116777655827054,16.62262203302447,0.9587756716587812,49.81206703323888,112.85544965380727,202.0832366475929,127.21974385749164,10,6.39964814654213,15.935195580538092,None
2020-01-01 01:00:00,0,75.57340313410633,0.12377786645205745,0.07092731134931754,28.34166361946198,3.780813137183457,0.2588933346910319,1.1041570994315795,56.75137919932759,0.9638386389957279,50.055583087886724,302.3779093701488,259.03075700722286,81.36371748172975,28,10.104452590711977,15.241581659590793,None
2020-01-01 01:30:00,0,75.54579152733305,0.2796851816986059,0.0985349335191393,25.96432599452394,3.8611081474588786,0.2650437137200019,1.1917925726311578,53.745639571143315,0.9657424880510045,49.93838021460628,161.83123689379573,396.0838047370818,118.72588861846245,17,1.5605806846264878,15.306051721100337,None
2020-01-01 02:00:00,0,73.43206803313778,2.3848237086142428,0.055651292592684413,27.009022926723688,3.8302328145638795,0.3031487329533388,0.3453319296614784,40.87410088151925,0.955434925920545,49.89620618070142,208.04422634691173,357.65165197732085,131.5441587147368,7,4.17965620503438,15.56062901816269,None
2020-01-01 02:30:00,0,78.17650296585009,0.5047022425172177,0.020661901056938894,27.37087245052812,3.7311552874875007,0.2702769996113,0.9131753041273265,26.519580547281343,0.9548705616968585,49.885424727014495,177.4496546465122,223.88573749765024,43.43742018916825,12,4.207104975571446,15.865869903680188,None
2020-01-01 03:00:00,0,75.8605572797234,0.40922099298420855,0.03299550534464296,29.158991953947293,4.057998434963435,0.2685327042913088,0.11186354249100787,23.061934034532943,0.9636330397634799,50.00045108324034,302.46949786118563,248.1470622276271,140.90944706915613,21,12.579682079191489,15.334130182751561,None
2020-01-01 03:30:00,0,75.92590093838858,1.1846848676386703,0.007260605402045331,28.394749797619067,3.883643053102636,0.2814186861302026,0.7090850832326162,51.331053772391584,0.9689064310786004,50.08976420819933,118.16131338144194,449.9494578641772,72.88950470937927,28,4.0112809468805315,15.6381783876737,None
2020-01-01 04:00:00,0,76.86687799154082,0.9465259136797878,0.006345028763658123,29.316452275355342,3.786494432304267,0.27686841979905163,0.4410768009905492,64.27254341182329,0.9887546180332647,49.97881932806521,293.56469038355795,249.79018968025764,46.52963323127476,8,12.671579757700952,15.729251519651081,None
2020-01-01 04:30:00,0,76.60367198098872,0.8724041600339585,0.2222473342053957,27.04542478231226,4.261734533707993,0.2939212712189969,1.3308165390684954,23.53696688848606,0.9763069176406421,50.120807793067904,294.9851523176202,184.1112392074233,89.13563684918245,10,6.033699409646171,15.781515612845213,None
